date,report_org_code,org_code,activity,activity_short,state,township,beneficiaries,new_beneficiaries
2022-02-01,org_2690,org_6130,"food distributions (in kind/voucher/cash), severe",food distribution,Shan (North),Manton,142,0
2022-02-01,org_2690,org_6130,"food distributions (in kind/voucher/cash), severe",food distribution,Kachin,Mansi,575,0
2022-02-01,org_2690,org_6130,"food distributions (in kind/voucher/cash), severe",food distribution,Kachin,Mansi,500,0
2022-02-01,org_2690,org_6130,"food distributions (in kind/voucher/cash), severe",food distribution,Kachin,Mansi,2431,2431
2022-02-01,org_2690,org_6130,"food distributions (in kind/voucher/cash), severe",food distribution,Kachin,Mansi,675,0
2022-02-01,org_2690,org_6130,"food distributions (in kind/voucher/cash), severe",food distribution,Kachin,Mansi,456,0
2022-02-01,org_2690,org_7355,"food distributions (in kind/voucher/cash), severe",food distribution,Shan (North),Muse,593,0
2022-03-01,org_2690,org_2690,"food distributions (in kind/voucher/cash), severe",food distribution,Shan (North),Muse,649,649
2022-01-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), severe",food distribution,Kayin,Myawaddy,20843,20843
2022-02-01,org_9566,org_9566,"multi-purpose cash transfer (MPC), severe",multi-purpose cash transfer,Mon,Bilin,2789,2789
2022-02-01,org_9566,org_9566,"multi-purpose cash transfer (MPC), severe",multi-purpose cash transfer,Mon,Bilin,2620,0
2022-02-01,org_9566,org_9566,"multi-purpose cash transfer (MPC), severe",multi-purpose cash transfer,Kayin,Thandaunggyi,2811,2811
2022-02-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), severe",food distribution,Kayah,Shadaw,1606,0
2022-02-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), severe",food distribution,Kayin,Hpapun,6665,6665
2022-02-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), severe",food distribution,Kayah,Demoso,1528,1528
2022-02-01,org_9566,org_9566,"multi-purpose cash transfer (MPC), severe",multi-purpose cash transfer,Kayah,Demoso,7059,7059
2022-02-01,org_9566,org_9566,"multi-purpose cash transfer (MPC), severe",multi-purpose cash transfer,Bago (East),Shwegyin,2964,2964
2022-03-01,org_9566,org_9566,"multi-purpose cash transfer (MPC), severe",multi-purpose cash transfer,Tanintharyi,Dawei,314,314
2022-03-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), severe",food distribution,Shan (South),Pekon,4540,4540
2022-03-01,org_9566,org_9566,"multi-purpose cash transfer (MPC), severe",multi-purpose cash transfer,Mon,Kyaikto,8284,8284
2022-03-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), moderate",food distribution,Kayah,Hpruso,25000,25000
2022-03-01,org_9566,org_9566,"multi-purpose cash transfer (MPC), severe",multi-purpose cash transfer,Bago (East),Shwegyin,2905,2905
2022-03-01,org_9566,org_9566,"multi-purpose cash transfer (MPC), severe",multi-purpose cash transfer,Kayin,Hpapun,3056,3056
2022-03-01,org_9566,org_9566,"multi-purpose cash transfer (MPC), severe",multi-purpose cash transfer,Kayin,Hpapun,1967,0
2022-03-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), moderate",food distribution,Kayah,Hpruso,150,0
2022-03-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), moderate",food distribution,Mon,Bilin,622,0
2022-03-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), moderate",food distribution,Mon,Ye,26,26
2022-03-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), moderate",food distribution,Mon,Ye,129,129
2022-03-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), moderate",food distribution,Mon,Ye,25,25
2022-03-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), severe",food distribution,Kayah,Demoso,198,0
2022-03-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), severe",food distribution,Kayah,Demoso,1228,0
2022-03-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), severe",food distribution,Kayah,Hpruso,243,0
2022-03-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), severe",food distribution,Kayah,Hpruso,149,149
2022-03-01,org_9566,org_9566,"food distributions (in kind/voucher/cash), severe",food distribution,Kayah,Hpruso,278,278
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Chauk,1219,1219
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Chauk,1112,1112
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Chauk,673,673
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Chauk,740,740
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Chauk,883,883
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Chauk,1325,1325
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Chauk,1481,1481
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Chauk,614,614
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Chauk,1271,1271
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Chauk,688,688
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Magway,920,920
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Magway,5300,5300
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Magway,1844,1844
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Magway,1501,1501
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Magway,1337,1337
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Magway,951,951
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Magway,1200,1200
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Magway,865,865
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Magway,1415,1415
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Magway,1476,1476
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Minbu,2549,2549
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Minbu,787,787
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Minbu,2730,2730
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Minbu,592,592
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Minbu,2233,2233
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Minbu,1196,1196
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Minbu,814,814
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Minbu,543,543
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Minbu,750,750
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Minbu,670,670
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Myothit,688,688
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Myothit,1501,1501
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Myothit,1200,1200
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Myothit,1518,1518
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Myothit,1215,1215
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Myothit,1275,1275
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Myothit,1535,1535
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Myothit,1203,1203
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Myothit,1125,1125
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Myothit,1192,1192
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Yenangyaung,603,603
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Yenangyaung,1475,1475
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Yenangyaung,1004,1004
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Yenangyaung,840,840
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Yenangyaung,1058,1058
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Yenangyaung,1925,1925
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Yenangyaung,1023,1023
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Yenangyaung,1885,1885
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Yenangyaung,736,736
2022-01-01,org_3315,org_5556,FFS and farmer training,FFS and farmer training,Magway,Yenangyaung,1306,1306
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Mahlaing,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Mahlaing,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Mahlaing,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Mahlaing,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Mahlaing,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Mahlaing,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Mahlaing,14,14
2022-01-01,org_3315,org_3315,food/cash for work/assets,food_cash for work_assets,Mandalay,Mahlaing,24,24
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Mahlaing,14,14
2022-01-01,org_3315,org_3315,food/cash for work/assets,food_cash for work_assets,Mandalay,Mahlaing,24,24
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Mahlaing,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Mahlaing,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Wundwin,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Wundwin,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Wundwin,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Wundwin,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Wundwin,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Wundwin,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Wundwin,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Wundwin,24,24
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Wundwin,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Wundwin,24,24
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Wundwin,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Wundwin,14,14
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1824,1824
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,241,241
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,532,532
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,819,819
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1490,1490
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1080,1080
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1563,1563
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,513,513
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,233,233
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,626,626
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,546,546
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,199,199
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,420,420
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,262,262
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,199,199
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,306,306
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,129,0
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,201,201
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,434,434
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,350,0
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,134,134
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,350,350
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,287,287
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,575,575
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1059,1059
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,259,259
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,210,210
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,204,204
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1066,1066
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,936,936
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,344,344
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1091,1091
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1929,1929
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,364,364
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,358,358
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,3209,3209
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1813,1813
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,466,466
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,831,831
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,777,777
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,288,288
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,569,569
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,415,415
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,535,535
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,324,324
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,956,956
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1033,1033
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1350,1350
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,534,534
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,553,553
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1811,1811
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,2522,2522
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,829,829
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1164,1164
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1115,1115
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1146,1146
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,1640,1640
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,433,433
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,608,608
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Myingyan,512,512
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,3209,3209
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1813,1813
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,466,466
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,831,831
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,777,777
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,575,575
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1059,1059
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,259,259
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,210,210
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,750,750
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1500,1500
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,681,681
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,559,559
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1422,1422
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1030,1030
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1263,1263
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,463,463
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1781,1781
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1169,1169
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,525,525
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,491,491
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,458,458
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1064,1064
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,499,499
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1576,1576
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1576,1576
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,639,639
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1859,1859
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,753,753
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1514,1514
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1848,1848
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,360,360
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1886,1886
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,777,777
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1179,1179
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,746,746
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1583,1583
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,514,514
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,491,491
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1753,1753
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,722,722
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,938,938
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,730,730
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,507,507
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,677,677
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,221,221
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1004,1004
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,540,540
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,233,233
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,936,936
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1439,1439
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,491,491
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,894,894
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1315,1315
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1315,1315
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,523,523
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,3294,3294
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,360,360
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,949,949
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,722,722
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,523,523
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,674,674
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1670,1670
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1272,1272
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1989,1989
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1449,1449
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,668,668
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1598,1598
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,1458,1458
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mandalay,Nyaung-U,528,528
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Bago (East),Thanatpin,1084,1084
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Bago (East),Thanatpin,891,891
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Bago (East),Kawa,976,976
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Bago (East),Kawa,1480,1480
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Bago (East),Waw,2038,2038
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Bago (East),Waw,876,876
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Bago (East),Waw,844,844
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mon,Bilin,700,700
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mon,Bilin,312,312
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mon,Bilin,2552,2552
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mon,Bilin,7,7
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mon,Bilin,174,174
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mon,Paung,77,77
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mon,Paung,101,101
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mon,Paung,290,290
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Shan (South),Kalaw,56,56
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Shan (South),Kalaw,69,69
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Shan (South),Kalaw,200,200
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Shan (South),Kalaw,84,84
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Shan (South),Kalaw,86,86
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Bago (East),Thanatpin,300,300
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Bago (East),Thanatpin,38,38
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Bago (East),Thanatpin,90,90
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mon,Paung,326,326
2022-01-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Mon,Paung,200,200
2022-06-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Magway,Magway,20,0
2022-06-01,org_3315,org_3315,FFS and farmer training,FFS and farmer training,Magway,Magway,24,24
